index,w,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y,revenues
3987,0,0,2,1,0,0,315,54,3,25221,0,9,1,50.75
3988,0,0,3,1,0,0,107,32,4,26612,0,9,0,41.75
3989,1,0,2,1,0,0,169,53,1,22105,1,7,0,31.55
3990,0,0,3,1,0,0,17,21,5,24331,0,9,1,41.75
3991,1,1,3,1,0,0,295,61,4,21340,0,9,1,44.75
3992,0,0,2,1,0,0,112,54,4,25674,0,9,0,41.75
3993,0,1,2,1,0,0,234,69,2,12597,0,9,0,44.75
3994,0,0,3,1,0,0,224,46,5,24787,3,9,0,41.75
3995,0,1,2,1,0,0,211,47,4,27952,0,9,1,41.75
3996,1,1,3,1,1,0,123,46,4,26804,6,9,0,64.7
3997,0,0,2,0,1,0,69,52,3,22092,0,9,0,61.7
3998,1,0,3,0,0,0,365,59,2,21254,8,9,1,47.75
3999,0,0,2,1,0,0,94,58,3,22267,0,9,1,41.75
4000,1,1,3,1,0,0,111,47,2,23633,0,9,0,44.75
4001,1,0,2,1,1,0,127,47,4,15841,2,9,0,67.7
4002,1,1,3,1,0,0,271,44,4,24578,0,9,0,41.75
4003,1,0,3,0,1,0,291,68,1,20267,0,7,0,51.5
4004,0,0,3,1,0,0,123,36,3,28136,0,9,0,41.75
4005,0,1,3,1,0,0,90,54,4,25396,8,9,1,44.75
4006,0,0,3,1,0,0,177,49,3,23872,0,9,1,41.75
4007,0,0,3,0,0,0,249,62,2,41339,0,7,1,31.55
4008,0,1,3,0,0,0,281,63,1,25019,0,9,1,44.75
4009,0,1,3,0,0,0,167,35,1,30177,1,9,1,44.75
4010,0,0,3,0,0,0,156,44,4,23587,0,9,0,41.75
4011,0,0,2,1,1,0,342,55,3,17620,4,9,0,61.7
4012,0,0,2,1,0,0,32,56,3,18983,0,9,1,41.75
4013,0,0,3,1,0,0,23,38,4,17383,0,9,1,41.75
4014,0,0,2,1,1,0,305,58,3,32353,0,9,1,41.75
4015,1,0,2,1,1,0,242,60,4,15182,0,7,0,51.5
4016,1,0,3,1,1,0,16,43,3,35695,0,9,0,61.7
4017,1,0,3,1,1,0,343,60,1,13103,1,9,0,41.75
4018,1,0,2,1,0,0,185,39,5,16143,1,9,1,41.75
4019,0,0,2,1,0,0,105,38,4,31220,0,9,1,41.75
4020,1,0,2,0,1,0,134,56,3,18570,0,9,0,61.7
4021,0,0,2,1,0,0,276,57,3,25360,0,9,1,41.75
4022,1,0,2,1,0,0,174,45,1,18578,1,9,1,41.75
4023,0,1,2,1,0,0,256,46,1,24838,0,9,1,41.75
4024,0,0,3,0,0,0,233,49,1,24551,0,9,1,41.75
4025,1,0,3,0,1,0,26,70,3,20735,10,9,0,85.7
4026,0,0,3,1,1,0,114,58,3,24830,0,9,0,61.7
4027,0,0,2,1,1,0,130,79,2,14342,0,7,1,51.5
4028,1,0,3,1,1,0,15,43,3,22240,0,9,0,61.7
4029,1,0,2,1,0,0,15,27,1,20812,0,9,0,41.75
4030,1,1,3,1,0,0,43,28,3,32865,1,9,0,41.75
4031,1,0,3,0,0,0,83,61,4,26372,1,9,1,41.75
4032,1,0,3,1,0,0,83,71,3,28738,0,9,0,44.75
4033,0,1,2,1,0,0,120,59,2,33104,1,0,0,41.75
4034,1,0,3,0,0,0,27,60,1,21878,0,9,0,41.75
4035,1,0,2,0,0,0,123,47,4,20832,0,7,0,31.55
4036,1,0,3,1,0,0,15,83,2,19623,0,7,0,31.55
4037,0,0,2,0,0,0,105,34,4,26592,0,9,0,41.75
4038,0,0,2,1,0,0,275,51,3,17858,1,9,0,41.75
4039,1,0,3,1,0,0,31,33,2,26885,0,9,0,41.75
4040,0,0,3,1,0,0,387,77,2,25118,0,9,1,41.75
4041,0,1,3,0,1,0,106,36,3,32152,3,9,0,67.7
4042,0,1,3,1,0,0,210,51,3,25867,1,9,0,47.75
4043,0,0,2,1,0,0,49,30,2,20540,0,9,0,41.75
4044,0,0,2,1,0,0,186,53,3,33017,0,9,0,41.75
4045,1,0,2,1,0,0,122,62,3,25756,0,9,0,41.75
4046,0,1,3,0,0,0,111,50,2,23144,0,7,1,31.55
4047,1,0,2,1,0,0,79,34,3,24996,0,9,0,41.75
4048,1,0,2,1,0,0,106,30,4,20998,1,9,0,41.75
4049,0,0,3,1,0,0,317,61,2,28812,0,7,1,31.55
4050,1,0,2,1,0,0,311,39,4,17372,0,9,1,41.75
4051,0,0,2,1,0,0,133,39,4,25358,0,9,0,41.75
4052,0,0,3,0,1,0,170,57,1,40378,0,9,1,61.7
4053,0,1,3,1,0,0,160,50,3,29939,0,9,0,41.75
4054,1,0,3,1,0,0,217,49,4,22329,2,9,1,41.75
4055,1,0,3,1,0,0,273,50,3,25139,0,9,1,41.75
4056,0,0,3,0,0,0,121,40,4,26317,16,9,0,41.75
4057,1,0,3,1,0,0,42,42,2,23419,0,9,0,41.75
4058,0,0,3,0,0,0,106,52,4,32935,0,9,0,41.75
4059,0,0,3,0,0,0,71,49,2,22936,0,9,1,41.75
4060,1,1,3,1,0,0,127,50,5,25808,2,9,0,41.75
4061,1,0,3,1,0,0,203,42,6,26505,0,9,0,41.75
4062,1,0,3,1,0,0,21,30,2,20609,0,7,1,31.55
4063,0,0,3,0,0,0,243,67,2,21990,0,9,1,41.75
4064,0,1,2,1,0,0,10,39,1,21941,4,9,1,44.75
4065,0,0,2,0,1,0,139,42,3,18630,3,9,0,61.7
4066,0,0,3,0,0,0,200,58,3,31260,0,9,1,41.75
4067,0,0,2,1,1,0,255,53,3,33017,0,9,0,61.7
4068,0,0,3,1,1,0,101,35,1,22791,0,9,0,61.7
4069,1,0,3,0,0,0,359,51,4,27046,0,9,1,41.75
4070,0,0,3,1,0,0,288,53,4,21075,0,9,1,41.75
4071,0,0,3,1,0,0,50,51,2,24197,0,9,1,41.75
4072,1,0,3,1,0,0,128,42,3,21387,0,9,0,41.75
4073,0,0,2,1,0,0,129,45,4,36937,0,9,1,44.75
4074,1,1,2,1,0,0,33,28,4,27011,0,9,0,41.75
4075,1,0,2,0,0,0,16,38,3,18746,0,9,1,41.75
4076,0,1,3,0,0,0,19,29,1,22163,7,7,0,31.55
4077,0,0,2,0,0,0,117,35,4,36611,3,9,0,41.75
4078,1,1,2,1,0,0,164,56,3,23592,0,10,1,57.05
4079,1,0,3,1,0,0,162,47,5,22404,2,9,1,41.75
4080,0,1,2,1,0,0,46,33,4,20882,0,10,0,57.05
4081,0,1,3,1,0,0,102,32,1,21387,0,9,0,41.75
4082,0,1,3,1,0,0,303,55,7,26044,0,9,0,62.75
4083,1,0,2,1,0,0,86,38,3,21779,0,9,0,41.75
4084,0,0,2,1,0,0,273,45,4,27573,0,9,1,41.75
4085,1,1,2,0,0,0,23,27,1,20277,7,9,0,56.75
4086,0,0,3,0,0,0,31,29,2,26910,0,9,0,41.75
4087,0,0,2,1,0,0,320,51,4,20929,0,9,1,41.75
4088,1,0,2,1,1,0,269,49,5,18945,0,9,0,61.7
4089,1,1,2,0,0,0,139,39,4,24979,5,9,0,65.75
4090,1,1,2,1,0,0,388,63,2,16251,3,9,0,41.75
4091,0,0,2,0,0,0,31,57,2,28958,2,7,0,31.55
4092,0,0,3,1,0,0,288,59,2,22141,0,9,1,41.75
4093,0,1,2,1,0,0,112,44,4,20598,0,9,0,44.75
4094,1,0,2,0,0,0,220,50,4,18794,0,9,1,41.75
4095,0,0,3,0,1,0,125,60,2,32222,0,9,1,41.75
4096,1,0,2,0,0,0,24,55,2,18837,0,9,1,41.75
4097,0,0,2,0,0,0,140,46,6,23776,0,9,0,41.75
4098,1,0,3,1,0,0,354,65,2,26344,0,9,0,41.75
4099,1,0,3,1,1,0,87,70,2,21613,0,7,0,51.5
4100,0,0,3,0,1,0,262,50,4,23325,0,9,0,41.75
4101,1,0,3,1,0,0,151,39,3,22770,1,9,0,41.75
4102,1,0,3,0,1,0,179,50,2,17736,0,9,1,61.7
4103,1,0,3,1,0,0,173,41,4,23392,0,9,1,44.75
4104,0,0,0,1,0,0,251,51,4,24130,0,9,1,41.75
4105,1,0,3,1,0,0,131,37,4,25683,6,9,1,41.75
4106,0,0,3,0,1,0,108,45,3,26497,9,9,0,64.7
4107,0,0,2,1,0,0,130,40,4,27053,2,9,0,41.75
4108,1,0,2,0,1,0,248,82,2,22421,0,9,0,61.7
4109,1,0,2,1,0,0,94,38,3,21595,0,9,0,41.75
4110,0,0,2,1,0,0,14,28,1,17799,0,9,0,41.75
4111,0,0,3,1,1,0,159,45,4,20646,0,9,0,61.7
4112,1,0,2,0,0,0,114,33,10,20112,0,9,0,41.75
4113,0,1,2,0,0,0,130,46,1,21082,0,7,1,31.55
4114,0,0,2,0,0,0,30,28,1,21329,2,9,0,41.75
4115,1,1,2,1,0,0,34,32,3,24689,6,7,0,34.55
4116,0,0,3,1,0,0,236,49,3,24279,0,9,1,41.75
4117,0,0,3,1,0,0,38,33,1,29358,0,9,1,41.75
4118,1,1,3,1,0,0,116,67,2,25220,0,9,0,41.75
4119,1,1,3,1,0,0,111,47,2,28618,0,9,0,41.75
4120,0,0,3,0,0,0,31,43,3,30208,0,9,0,41.75
4121,1,0,2,1,0,0,135,61,2,20502,0,9,1,41.75
4122,1,0,3,1,0,0,332,67,2,21912,0,9,1,41.75
4123,1,1,3,1,0,0,174,43,3,25478,1,9,1,41.75
4124,0,0,2,1,0,0,73,53,4,15518,0,9,1,41.75
4125,0,1,2,1,0,0,24,41,1,19021,7,9,0,47.75
4126,0,0,2,0,0,0,127,59,1,17671,0,7,0,31.55
4127,1,1,3,1,0,0,360,60,1,20972,0,9,1,41.75
4128,1,0,2,1,0,0,32,36,3,18931,0,9,0,41.75
4129,0,1,2,1,0,0,86,52,2,21940,5,9,0,44.75
4130,0,0,3,1,0,0,295,64,4,27125,0,9,1,41.75
4131,1,0,3,1,1,0,245,58,4,22770,0,9,0,61.7
4132,0,0,3,1,0,0,203,58,3,23903,0,9,1,41.75
4133,0,0,3,0,1,0,119,32,4,29395,6,9,0,61.7
4134,0,0,2,1,0,0,216,55,6,18707,0,9,0,41.75
4135,0,0,2,1,0,0,49,33,3,21139,0,9,1,41.75
4136,1,0,2,1,0,0,102,39,4,24847,1,9,0,41.75
4137,0,0,2,0,0,0,142,41,5,25358,0,9,1,41.75
4138,1,0,3,0,0,0,291,68,1,32173,0,9,0,41.75
4139,0,0,2,1,0,0,25,58,2,18313,11,10,0,81.05
4140,1,0,3,1,0,0,130,79,2,22886,0,9,0,41.75
4141,1,1,2,0,0,0,57,29,1,20277,3,7,0,31.55
4142,1,0,2,1,1,0,9,27,3,17842,4,9,0,64.7
4143,1,1,2,0,0,0,23,36,4,23930,2,10,0,57.05
4144,0,1,3,1,0,0,207,43,4,26021,0,9,1,59.75
4145,0,0,2,1,0,0,333,67,4,26335,0,7,1,31.55
4146,0,0,2,1,0,0,34,56,3,28200,0,9,0,41.75
4147,0,0,2,1,0,0,204,52,5,17789,0,7,0,31.55
4148,1,1,3,1,0,0,49,31,1,25076,0,9,0,41.75
4149,0,0,2,1,1,0,237,50,4,36380,0,9,1,61.7
4150,0,0,2,0,0,0,112,46,1,22600,0,9,1,41.75
4151,1,0,3,1,0,0,27,45,5,21175,0,9,0,41.75
4152,1,0,2,1,0,0,214,55,4,19535,0,9,0,41.75
4153,1,0,3,0,0,0,113,32,4,27939,0,9,0,41.75
4154,0,0,3,1,0,0,249,58,4,26000,0,9,1,41.75
4155,1,0,2,0,0,0,14,28,1,21596,0,9,0,41.75
4156,0,0,3,0,0,0,125,43,4,26091,16,9,0,41.75
4157,0,1,3,1,0,0,253,53,6,19989,0,9,1,41.75
4158,0,0,3,1,0,0,192,46,2,22296,2,9,1,41.75
4159,1,0,3,1,0,0,218,44,5,20379,0,9,1,41.75
4160,0,0,2,0,1,0,23,33,6,19223,5,9,0,64.7
4161,1,0,3,1,0,0,42,28,3,21354,1,9,1,41.75
4162,0,0,3,0,1,0,127,37,4,23959,0,9,0,61.7
4163,0,1,3,0,0,0,201,45,4,23065,0,9,1,41.75
4164,1,0,3,0,0,0,277,60,2,21565,0,9,1,41.75
4165,1,1,3,1,0,0,132,45,6,25808,0,9,0,41.75
4166,0,1,3,1,0,0,261,64,2,29319,0,9,1,41.75
4167,0,0,3,1,0,0,207,44,3,26402,0,9,1,41.75
4168,1,1,3,1,1,0,61,75,2,23928,0,7,0,51.5
4169,0,0,2,1,0,0,85,34,3,24238,1,9,0,41.75
4170,0,0,2,0,1,0,40,34,3,19890,2,9,0,41.75
4171,0,1,3,0,0,0,100,34,4,24277,0,9,1,41.75
4172,1,1,2,1,0,0,241,55,3,20775,0,9,0,41.75
4173,1,0,2,1,0,0,225,58,4,30684,0,9,0,41.75
4174,1,0,2,0,0,0,76,49,4,20955,0,9,0,41.75
4175,1,0,2,0,1,0,49,25,2,24433,1,9,0,64.7
4176,0,0,3,1,0,0,192,45,2,24872,0,9,0,41.75
4177,1,1,3,1,1,0,150,36,4,28442,0,9,0,61.7
4178,0,0,2,1,0,0,107,38,5,38101,0,9,0,41.75
4179,1,0,2,1,0,0,62,48,6,15836,0,9,0,41.75
4180,0,0,2,0,0,0,122,55,3,18570,0,9,1,41.75
4181,0,0,3,1,0,0,301,61,2,18662,0,0,1,41.75
4182,1,1,3,0,0,0,264,53,2,25299,0,9,0,41.75
4183,1,1,2,1,0,0,242,56,3,23789,0,9,0,41.75
4184,0,0,2,1,0,0,65,42,4,18512,0,9,1,41.75
4185,1,0,2,1,1,0,357,52,4,20283,3,10,1,77
4186,1,0,2,1,0,0,106,32,6,28551,1,9,0,41.75
4187,1,0,3,1,0,0,15,63,3,24215,0,9,0,41.75
4188,0,0,3,1,1,0,327,62,2,27159,0,9,0,61.7
4189,0,0,3,1,0,0,370,71,3,26431,0,9,1,41.75
4190,0,0,3,1,0,0,378,62,4,22609,0,10,1,57.05
4191,0,0,3,0,0,0,48,57,2,29767,0,9,1,41.75
4192,1,0,3,1,1,0,337,52,5,22196,3,9,1,70.7
4193,0,0,3,0,0,0,135,51,4,22741,0,7,1,31.55
4194,1,0,3,1,0,0,141,40,5,28163,0,9,1,41.75
4195,1,0,2,1,0,0,161,45,6,19632,0,9,0,41.75
4196,0,0,2,1,1,0,107,30,1,21363,1,7,0,51.5
4197,1,1,2,0,0,0,94,39,3,45494,8,9,0,89.75
4198,1,0,3,0,0,0,108,37,3,21758,0,9,0,41.75
4199,0,0,3,1,0,0,256,49,4,25691,0,9,1,41.75
4200,0,0,2,1,0,0,195,43,4,26206,0,9,0,41.75
4201,0,0,3,0,0,0,104,40,3,35367,0,9,1,41.75
4202,0,0,3,1,0,0,205,62,2,22024,0,9,1,41.75
4203,1,1,2,0,0,0,9,35,1,18267,0,9,0,41.75
4204,1,1,3,1,0,0,302,71,1,24321,0,9,0,41.75
4205,1,0,3,0,0,0,130,35,4,23918,1,9,1,41.75
4206,1,0,3,1,0,1,124,35,5,31893,0,9,0,49.7
4207,1,1,3,1,1,0,162,62,1,32989,1,9,0,61.7
4208,0,0,3,0,1,0,234,56,3,20719,1,10,0,77
4209,0,0,2,0,0,0,74,48,1,16642,0,9,1,41.75
4210,0,0,2,0,0,0,78,37,2,20591,0,9,1,41.75
4211,0,0,3,0,0,0,118,30,4,23400,0,9,1,44.75
4212,1,0,2,1,0,0,30,35,2,14955,0,9,1,41.75
4213,1,0,3,1,0,0,185,39,3,22375,2,9,0,44.75
4214,0,1,2,1,0,0,108,44,2,21768,0,9,0,41.75
4215,1,0,3,1,0,0,350,59,3,24331,3,9,0,50.75
4216,0,1,2,1,0,0,210,48,6,21507,0,9,1,41.75
4217,1,1,3,1,0,0,44,55,1,21397,2,9,0,41.75
4218,0,0,3,0,0,0,95,54,2,23397,0,9,1,41.75
4219,1,1,3,1,0,0,155,36,4,22624,0,5,0,5.95
4220,1,1,3,1,0,0,207,71,2,18210,0,9,0,41.75
4221,1,1,3,1,0,0,221,49,4,33254,0,9,0,41.75
4222,1,1,2,1,1,0,368,62,3,30025,0,9,0,61.7
4223,1,0,2,1,1,0,137,41,6,26776,0,9,0,61.7
4224,1,1,3,1,1,0,41,28,4,32011,6,9,0,61.7
4225,1,1,2,1,0,0,321,57,2,24312,0,9,1,41.75
4226,1,0,2,0,0,0,142,59,2,21735,0,9,0,41.75
4227,1,1,2,1,0,0,163,48,3,23592,0,9,0,41.75
4228,0,0,2,1,1,0,166,36,4,25370,0,9,0,61.7
4229,0,1,3,1,0,0,122,43,1,16010,0,9,0,41.75
4230,1,1,2,0,0,0,163,52,4,22054,0,9,0,41.75
4231,0,0,2,0,0,0,191,56,2,19934,0,9,1,41.75
4232,0,1,2,0,1,0,347,76,12,27907,7,7,0,51.5
4233,0,0,3,0,1,0,101,58,1,25107,0,9,0,61.7
4234,0,0,3,0,0,0,180,46,4,24558,0,9,1,41.75
4235,1,0,2,1,0,0,234,50,3,17352,0,9,0,41.75
4236,0,0,2,0,1,0,100,50,1,20917,0,7,0,51.5
4237,0,0,3,1,0,0,216,46,3,22437,0,9,0,41.75
4238,1,0,3,1,0,0,308,55,3,26265,1,9,0,41.75
4239,0,0,3,0,1,0,262,57,4,24481,0,9,0,41.75
4240,1,1,3,1,0,0,228,55,4,30027,2,7,0,31.55
4241,0,0,3,1,0,0,66,33,4,19261,1,9,0,41.75
4242,1,0,3,1,0,0,202,47,3,24333,0,9,1,41.75
4243,0,0,3,0,0,0,104,32,2,25780,0,9,0,41.75
4244,1,0,3,1,0,0,110,34,3,22719,1,9,1,50.75
4245,1,1,2,1,0,0,71,40,1,31747,0,9,0,41.75
4246,1,0,3,0,0,0,30,40,2,16329,0,9,0,41.75
4247,0,1,3,1,1,0,220,50,4,27729,13,9,1,41.75
4248,1,0,3,1,0,0,212,64,3,26469,2,9,0,41.75
4249,1,0,2,1,0,0,161,55,2,20129,0,9,1,41.75
4250,0,1,3,1,0,0,125,46,2,18926,1,9,0,41.75
4251,1,0,2,1,1,0,65,59,1,30485,0,9,0,61.7
4252,1,1,2,1,0,0,9,47,7,21598,2,9,0,44.75
4253,0,0,2,1,0,0,145,37,1,14243,0,9,1,41.75
4254,1,0,3,0,0,0,79,37,2,30937,0,7,0,31.55
4255,0,0,3,1,0,0,156,40,3,22770,0,9,1,41.75
4256,0,1,3,0,0,0,109,42,1,21843,1,9,1,41.75
4257,1,0,3,0,0,0,54,48,1,22955,0,9,0,41.75
4258,1,0,2,1,0,0,90,41,8,17733,1,9,0,41.75
4259,1,0,3,0,1,0,136,36,4,26723,0,9,0,61.7
4260,0,1,3,1,0,0,245,50,6,31790,0,9,0,41.75
4261,1,0,3,1,0,0,20,86,2,17522,0,7,1,31.55
4262,0,0,2,1,0,0,270,56,4,21151,0,9,1,41.75
4263,0,0,3,0,0,0,121,41,4,24601,1,9,0,41.75
4264,0,0,3,1,0,0,326,56,3,24570,0,9,1,41.75
4265,1,0,2,1,0,0,309,49,2,18437,0,9,0,41.75
4266,1,0,2,1,0,0,16,28,4,15736,0,9,1,41.75
4267,0,0,2,1,1,0,39,38,1,28861,0,9,0,61.7
4268,0,0,2,1,0,0,63,34,5,30973,0,9,0,41.75
4269,0,1,3,1,1,0,200,44,4,26021,0,9,0,70.7
4270,0,0,3,1,0,0,131,38,2,22141,0,7,1,31.55
4271,0,0,2,1,0,0,398,64,2,22751,0,9,1,41.75
4272,0,0,2,0,0,0,43,51,2,19649,1,9,0,41.75
4273,1,0,3,1,0,0,289,55,3,23352,2,9,0,44.75
4274,0,0,2,0,0,0,105,34,4,19755,0,9,0,41.75
4275,0,0,2,0,0,0,190,44,3,20015,0,9,1,41.75
4276,0,0,3,1,0,0,385,63,4,27182,0,9,1,41.75
4277,1,1,3,1,1,0,214,42,4,30806,1,9,0,70.7
4278,1,0,3,1,0,0,217,47,5,24785,0,9,1,44.75
4279,1,1,3,1,0,0,278,56,3,23770,17,9,0,74.75
4280,1,0,2,1,0,0,259,77,2,18640,1,9,0,41.75
4281,0,0,2,1,1,0,255,52,3,28063,0,9,1,61.7
4282,0,0,3,0,1,0,286,51,5,22176,0,9,1,41.75
4283,0,0,3,1,1,0,146,47,2,22404,0,9,0,61.7
4284,0,0,2,1,1,0,20,39,1,22105,29,9,0,94.7
4285,0,1,2,1,1,0,372,58,3,19108,0,9,0,61.7
4286,1,0,2,1,1,0,299,51,3,18468,0,9,0,61.7
4287,0,0,3,1,0,0,203,43,1,25057,0,9,1,41.75
4288,0,0,2,1,1,0,129,79,2,14342,0,9,0,61.7
4289,1,0,3,1,0,0,326,48,2,22886,0,9,1,41.75
4290,0,1,3,1,0,0,311,60,4,26171,0,9,1,41.75
4291,0,1,2,1,0,0,55,30,2,23622,1,9,0,44.75
4292,0,0,3,1,1,0,119,47,6,20186,0,9,0,41.75
4293,1,0,3,1,1,0,31,27,2,22886,0,9,0,61.7
4294,1,0,3,1,1,0,330,55,1,22252,0,9,0,61.7
4295,1,1,2,1,0,0,114,34,4,20235,0,9,0,44.75
4296,1,0,3,1,1,0,157,65,1,17736,0,9,0,61.7
4297,1,0,3,1,0,0,176,41,4,25320,0,9,1,41.75
4298,1,0,3,1,0,0,299,74,2,21356,0,7,0,31.55
4299,0,0,3,1,1,0,13,23,3,19721,0,9,0,61.7
4300,1,0,2,0,0,0,36,61,1,36125,0,9,0,41.75
4301,1,0,2,1,1,0,162,46,4,41577,1,9,0,61.7
4302,1,1,3,0,0,0,21,42,2,36203,1,9,1,44.75
4303,0,0,3,1,0,0,272,54,4,28783,0,9,1,41.75
4304,1,0,2,1,0,0,156,64,2,20223,0,9,0,41.75
4305,1,0,3,1,0,0,242,58,5,26000,5,9,1,41.75
4306,1,0,3,0,0,0,72,60,4,22948,0,9,0,41.75
4307,1,0,3,1,0,0,242,58,4,22742,0,9,1,41.75
4308,1,0,3,1,0,0,92,32,5,22715,0,9,1,41.75
4309,1,1,3,1,0,0,117,36,5,18752,1,9,0,41.75
4310,0,0,2,1,0,0,281,46,4,27573,2,9,0,41.75
4311,0,0,2,1,0,0,171,54,6,19143,1,9,1,41.75
4312,1,0,3,1,0,0,126,63,3,28027,0,9,1,41.75
4313,1,0,3,1,0,0,244,49,4,24355,0,9,1,41.75
4314,0,0,2,0,0,0,268,54,3,21985,0,9,0,41.75
4315,0,1,3,1,1,0,360,59,4,23054,0,9,0,61.7
4316,1,0,3,1,0,0,235,49,4,25596,7,9,1,41.75
4317,0,0,2,1,0,0,20,32,4,25461,2,9,0,41.75
4318,0,0,2,1,0,0,170,65,2,15549,0,9,1,41.75
4319,1,1,3,1,0,0,66,35,1,31125,1,9,0,44.75
4320,0,0,3,0,0,0,36,43,3,24051,0,9,0,41.75
4321,0,0,3,1,0,0,65,27,2,24504,2,9,1,47.75
4322,0,0,2,0,0,0,81,48,4,23583,0,9,1,41.75
4323,0,0,3,1,0,0,240,43,4,15118,0,9,0,41.75
4324,0,0,2,0,0,0,81,75,2,22568,0,9,1,41.75
4325,0,0,2,1,0,0,247,50,3,32122,0,9,1,41.75
4326,1,0,3,1,0,0,139,36,4,23472,0,9,1,41.75
4327,1,0,3,1,0,0,316,71,2,30495,0,7,0,31.55
4328,0,0,2,1,0,0,74,33,2,26896,3,9,0,41.75
4329,1,0,3,0,0,0,373,59,2,21254,0,9,1,41.75
4330,0,0,2,1,0,0,131,44,4,16919,0,9,0,41.75
4331,0,0,3,1,0,0,120,43,4,27644,0,7,1,31.55
4332,0,0,3,0,0,0,115,45,4,32935,0,9,1,41.75
4333,1,0,2,1,1,0,13,41,2,27515,0,9,0,85.7
4334,0,0,3,0,0,0,95,43,4,40423,0,9,1,41.75
4335,1,1,3,1,1,0,121,36,5,25128,0,5,0,51.5
4336,0,0,2,1,0,0,310,75,2,28598,0,7,1,31.55
4337,0,1,2,1,0,0,104,44,1,28743,0,9,0,41.75
4338,0,0,2,1,0,0,360,68,2,16987,0,7,1,34.55
4339,0,1,2,1,1,0,106,47,3,30383,0,7,0,51.5
4340,0,0,3,1,0,0,115,41,4,30231,0,9,1,41.75
4341,0,0,2,0,1,0,17,48,5,16581,0,9,0,61.7
4342,0,1,2,0,0,0,110,59,2,19153,0,10,0,57.05
4343,0,1,3,1,0,0,334,56,3,24086,0,9,1,41.75
4344,1,0,2,1,1,0,38,31,3,19403,0,9,0,61.7
4345,0,0,2,1,0,0,32,56,2,18904,1,9,0,44.75
4346,0,1,3,1,0,0,47,35,3,27182,23,9,0,41.75
4347,1,0,3,1,0,0,273,48,7,22127,1,9,0,41.75
4348,1,0,2,0,0,0,27,30,2,20931,0,9,0,41.75
4349,0,1,2,1,0,0,11,28,1,30138,0,9,0,41.75
4350,0,0,2,1,0,0,112,46,5,25674,0,9,0,41.75
4351,0,1,3,1,0,0,8,34,3,29494,35,0,0,77.75
4352,1,1,3,0,0,0,9,40,3,30654,2,9,1,41.75
4353,0,0,3,1,0,0,364,57,4,28939,0,9,1,41.75
4354,0,0,3,1,1,0,161,43,4,20646,0,9,1,41.75
4355,0,0,3,1,0,0,67,35,2,22991,0,9,1,41.75
4356,0,1,3,1,1,0,133,37,4,35122,9,9,1,61.7
4357,1,1,2,1,0,0,60,30,2,25683,1,9,0,41.75
4358,1,0,3,1,1,0,250,40,4,21715,3,9,0,76.7
4359,1,0,3,1,0,0,115,42,2,28475,0,9,0,41.75
4360,1,0,3,1,0,0,341,72,2,23442,0,7,1,31.55
4361,0,1,3,1,0,0,37,26,1,23272,0,9,0,41.75
4362,1,0,2,0,1,0,115,41,5,23776,0,9,0,61.7
4363,1,0,2,0,0,0,36,40,4,27980,0,9,0,41.75
4364,0,0,2,1,0,0,115,50,1,16056,0,9,0,41.75
4365,1,1,3,1,0,0,157,42,3,28630,2,9,0,44.75
4366,1,1,3,1,0,0,9,54,4,29510,1,9,0,41.75
4367,1,0,3,0,0,0,112,32,3,24828,0,9,0,41.75
4368,0,0,2,1,0,0,43,39,1,22139,0,9,1,47.75
4369,0,1,3,1,0,0,95,34,1,25417,0,9,0,41.75
4370,0,0,3,0,0,0,104,34,5,26795,0,7,0,31.55
4371,1,0,3,1,1,0,204,43,4,22440,0,9,0,61.7
4372,0,0,3,1,0,0,210,48,4,31110,0,9,1,41.75
4373,1,1,2,1,1,0,27,29,3,37546,1,9,0,61.7
4374,0,1,2,1,0,0,92,49,4,34937,0,9,1,41.75
4375,1,0,3,0,0,0,296,72,2,18163,0,9,0,41.75
4376,0,1,3,1,0,0,23,40,2,22282,0,9,0,41.75
4377,0,0,3,1,0,0,190,50,4,27295,0,9,1,41.75
4378,1,0,3,1,1,0,227,51,3,29594,0,9,0,61.7
4379,0,0,2,0,0,0,8,29,1,19392,0,9,0,41.75
4380,1,1,2,1,0,0,66,40,4,30622,11,0,0,56.75
4381,1,0,2,1,0,0,170,53,3,24838,0,9,1,41.75
4382,0,0,3,0,1,0,107,45,3,23920,1,9,0,67.7
4383,1,1,3,1,0,0,244,57,7,25705,0,11,1,86.7
4384,1,1,3,0,0,0,52,40,2,29873,0,9,0,41.75
4385,0,0,3,0,0,0,148,38,2,30061,0,9,1,47.75
4386,0,1,3,1,0,0,29,27,1,26901,0,9,1,41.75
4387,0,0,2,1,1,0,105,34,5,24428,0,9,0,61.7
4388,1,0,2,1,0,0,217,49,3,23850,0,9,1,41.75
4389,1,0,3,1,0,0,72,31,4,18174,0,9,1,41.75
4390,1,1,3,1,0,0,46,44,1,22715,2,9,0,41.75
4391,0,1,2,1,0,0,111,36,8,21851,0,9,0,41.75
4392,1,0,3,1,1,0,82,71,2,28738,0,7,0,51.5
4393,0,1,2,0,0,0,54,32,1,23565,0,7,1,31.55
4394,0,0,3,1,0,0,241,64,2,22329,0,7,1,31.55
4395,1,1,2,1,0,0,344,63,2,23287,0,9,1,41.75
4396,0,0,3,1,0,0,192,44,3,32971,0,0,1,41.75
